candidate_id,formula_pretty,chemsys,origin_requested_chemsys,matched_query_chemsys,retrieval_mode,requested_overlap_score,n_elements,assigned_family,family_match,complexity_score,complexity_threshold,passed_complexity_gate,rejection_stage,rejection_reason,survives_baseline,case_id
mp-567981,CrGaCo2,Co-Cr-Ga,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-16735,CrInCo2,Co-Cr-In,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1195916,Ho2Cr2Co15,Co-Cr-Ho,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1028407,Mg14CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1028410,Mg14CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1022048,Mg6CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1022092,Mg6CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-864955,Mn2CrCo,Co-Cr-Mn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1222067,Mn4Cr(Co2Ge)5,Co-Cr-Ge-Mn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1221846,Mn4Cr(Co2Si)5,Co-Cr-Mn-Si,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1221808,Mn4Cr(Co2Sn)5,Co-Cr-Mn-Sn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1226926,Ce(Co5Mo)2,Ce-Co-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226069,Co3SiMo2,Co-Mo-Si,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226367,CoGeMo,Co-Ge-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226108,CoSiMo,Co-Mo-Si,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1225767,Dy(Co5Mo)2,Co-Dy-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1225178,Er(Co5Mo)2,Co-Er-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1225713,Gd(Co5Mo)2,Co-Gd-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-973612,Hf9CoMo4,Co-Hf-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-1028389,Mg14CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1028400,Mg14CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1022041,Mg6CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1022071,Mg6CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1096406,Mn2CoMo,Co-Mn-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-1220565,Nd(Co5Mo)2,Co-Mo-Nd,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1220005,Pr(Co5Mo)2,Co-Mo-Pr,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1219301,Sm(Co5Mo)2,Co-Mo-Sm,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1217987,Ta3Co2Mo,Co-Mo-Ta,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1218042,TaCo4Mo,Co-Mo-Ta,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1217983,TaCo6Mo,Co-Mo-Ta,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1097437,Ti2CoMo,Co-Mo-Ti,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-1187432,Ti2CoMo,Co-Mo-Ti,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-631559,TlCoMo2,Co-Mo-Tl,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-1216772,V2Co9Mo,Co-Mo-V,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-1216218,Y(Co5Mo)2,Co-Mo-Y,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-1215528,Zr2Co3Mo,Co-Mo-Zr,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,hot_section_creep_am
mp-10883,AlCrCo2,Al-Co-Cr,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1008277,CrCo2As,As-Co-Cr,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1018080,CrCo2Bi,Bi-Co-Cr,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1183740,CrCo2Ge,Co-Cr-Ge,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1018082,CrCo2Sb,Co-Cr-Sb,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1008224,CrCo2Si,Co-Cr-Si,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1206397,CrCoAs,As-Co-Cr,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1206044,CrCoBr3,Br-Co-Cr,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-10394,CrCoGe,Co-Cr-Ge,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226287,CrCoPt2,Co-Cr-Pt,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-570863,CrCoPt2,Co-Cr-Pt,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1095673,CrCoSi,Co-Cr-Si,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226249,CrCoSi2,Co-Cr-Si,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-567981,CrGaCo2,Co-Cr-Ga,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-16735,CrInCo2,Co-Cr-In,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1195916,Ho2Cr2Co15,Co-Cr-Ho,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1028407,Mg14CrCo,Co-Cr-Mg,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1028410,Mg14CrCo,Co-Cr-Mg,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1022048,Mg6CrCo,Co-Cr-Mg,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1022092,Mg6CrCo,Co-Cr-Mg,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-864955,Mn2CrCo,Co-Cr-Mn,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1222067,Mn4Cr(Co2Ge)5,Co-Cr-Ge-Mn,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1221846,Mn4Cr(Co2Si)5,Co-Cr-Mn-Si,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1221808,Mn4Cr(Co2Sn)5,Co-Cr-Mn-Sn,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,Co-Cr-Ni-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,hot_section_creep_am
mp-1229050,Al18Co5Ni3,Al-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1228913,Al2CoNi,Al-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1228742,Al9Co2Ni,Al-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1214804,AlCo2Ni,Al-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1214822,AlCo2Ni,Al-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1228972,AlCoNi6,Al-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-867271,Be2CoNi,Be-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226458,Co3NiSb12,Co-Ni-Sb,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1106327,Co4NiSb12,Co-Ni-Sb,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226203,CoNi2Sn,Co-Ni-Sn,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1079542,CoNiAs,As-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226009,CoNiAs2,As-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226018,CoNiAs4,As-Co-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226015,CoNiGe,Co-Ge-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226021,CoNiGe,Co-Ge-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226004,CoNiPt2,Co-Ni-Pt,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1226094,CoNiPt2,Co-Ni-Pt,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1025009,CoNiSb,Co-Ni-Sb,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226172,CoNiSb,Co-Ni-Sb,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226120,CoNiSb6,Co-Ni-Sb,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-20237,CoNiSn,Co-Ni-Sn,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,hot_section_creep_am
mp-1226006,CoSi4Ni,Co-Ni-Si,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1226011,CoSi4Ni3,Co-Ni-Si,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1102115,CoSiNi,Co-Ni-Si,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1225312,DyCoNi,Co-Dy-Ni,Co-Cr-Ni-W,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,hot_section_creep_am
mp-1217017,TiAl6Mo,Al-Mo-Ti,Ti-Al-Mo,Ti-Al-Mo,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1228914,Al4CrNi15,Al-Cr-Ni,Ni-Cr-Al,Ni-Cr-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1229050,Al18Co5Ni3,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1228972,AlCoNi6,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1228742,Al9Co2Ni,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1208235,Ti4(NbAl3)3,Al-Nb-Ti,Ti-Al-Nb,Ti-Al-Nb,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-10885,AlCrNi2,Al-Cr-Ni,Ni-Cr-Al,Ni-Cr-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-861627,Ti2AlMo,Al-Mo-Ti,Ti-Al-Mo,Ti-Al-Mo,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1217093,Ti2NbAl,Al-Nb-Ti,Ti-Al-Nb,Ti-Al-Nb,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1208228,Ti3NbAl2,Al-Nb-Ti,Ti-Al-Nb,Ti-Al-Nb,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1228913,Al2CoNi,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1217015,TiAl2V,Al-Ti-V,Ti-Al-V,Ti-Al-V,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1214822,AlCo2Ni,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1214804,AlCo2Ni,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1217032,TiAlV2,Al-Ti-V,Ti-Al-V,Ti-Al-V,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-999068,Ti2AlV,Al-Ti-V,Ti-Al-V,Ti-Al-V,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1228985,AlCrNi,Al-Cr-Ni,Ni-Cr-Al,Ni-Cr-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1097622,Ti2NbAl,Al-Nb-Ti,Ti-Al-Nb,Ti-Al-Nb,exact,3,3,Ti-alloy-like candidate,True,3.0,3.0,True,,,True,lightweight_strength_to_weight
mp-1228914,Al4CrNi15,Al-Cr-Ni,Ni-Cr-Al,Ni-Cr-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1229050,Al18Co5Ni3,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1228972,AlCoNi6,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1228742,Al9Co2Ni,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-10885,AlCrNi2,Al-Cr-Ni,Ni-Cr-Al,Ni-Cr-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1228913,Al2CoNi,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1214822,AlCo2Ni,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1214804,AlCo2Ni,Al-Co-Ni,Ni-Co-Al,Ni-Co-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-1228985,AlCrNi,Al-Cr-Ni,Ni-Cr-Al,Ni-Cr-Al,exact,3,3,Ni-based superalloy-like candidate,True,3.0,3.0,True,,,True,wear_hot_corrosion
mp-10883,AlCrCo2,Al-Co-Cr,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1008277,CrCo2As,As-Co-Cr,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1018080,CrCo2Bi,Bi-Co-Cr,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1183740,CrCo2Ge,Co-Cr-Ge,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1018082,CrCo2Sb,Co-Cr-Sb,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1008224,CrCo2Si,Co-Cr-Si,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1206397,CrCoAs,As-Co-Cr,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
